material_id,question_number,question_type,question_mode,prompt,question_text,helper_text,question_image_url,correct_answer,correct_image_url,explanation,option_a,option_b,option_c,option_d,option_a_image_url,option_b_image_url,option_c_image_url,option_d_image_url,drag_items,drop_targets,multipart_items
91,22,essay,practice,,"Dalam koordinat Kartesius, jarak titik (1,2) dan (7,11) adalah ...",,,√117,,,,,,,,,,,,,
91,23,mcq,practice,,"Jika a=b pada segitiga siku-siku, maka hipotenusa adalah ...",,,a√2,,,a√2,2a,a/2,√2/a,,,,,,,
91,24,essay,practice,,Segitiga siku-siku memiliki luas 54 cm^2 dan salah satu sisi siku-siku 9 cm. Tentukan sisi siku-siku lainnya dan hipotenusanya.,,,"sisi lain = 12, hipotenusa = 15",,,,,,,,,,,,,
91,25,mcq,practice,,Tripel Pythagoras yang paling kecil adalah ...,,,"(3,4,5)",,,"(3,4,5)","(4,5,6)","(5,6,7)","(6,7,8)",,,,,,,
91,26,essay,practice,,Sebuah persegi panjang memiliki keliling 50 cm dan diagonal 13 cm. Tentukan panjang dan lebarnya.,,,sisi 5 dan 20,,,,,,,,,,,,,
91,27,mcq,practice,,"Jika c^2 < a^2 + b^2, segitiga ...",,,lancip,,,lancip,tumpul,siku-siku,sama sisi,,,,,,,
91,28,essay,practice,,"Atap rumah berbentuk segitiga siku-siku dengan alas 6 m dan tinggi 2,5 m. Tentukan panjang sisi miring.",,,6.5,,,,,,,,,,,,,
91,29,mcq,practice,,"Segitiga dengan sisi 11, 60, 61 termasuk ...",,,siku-siku,,,siku-siku,lancip,tumpul,sama sisi,,,,,,,
91,30,essay,practice,,"Dua titik pada peta berjarak 6 cm dan 8 cm secara tegak lurus. Jika skala 1:50.000, jarak sebenarnya adalah ... km",,,5,,,,,,,,,,,,,
91,31,mcq,practice,,"Jika hipotenusa 5√2 cm pada segitiga 45°-45°-90°, sisi siku-sikunya ...",,,5 cm,,,5 cm,5√2 cm,2.5 cm,10 cm,,,,,,,
91,32,essay,practice,,Sebuah lapangan berbentuk persegi panjang 120 m × 50 m. Berapa diagonalnya?,,,130,,,,,,,,,,,,,
91,33,mcq,practice,,"Segitiga dengan sisi 13, 14, 15 termasuk ...",,,lancip,,,lancip,tumpul,siku-siku,sama kaki,,,,,,,
91,34,essay,practice,,"Tentukan apakah 15, 20, 25 adalah tripel Pythagoras dan jelaskan singkat.",,,"ya, karena 15^2+20^2=25^2",,,,,,,,,,,,,
91,35,mcq,practice,,"Jika AB=6, BC=8 pada segitiga siku-siku di B, maka AC ...",,,10,,,10,12,14,8,,,,,,,
91,36,essay,practice,,Sebuah drone berada 120 m di atas tanah dan 160 m secara horizontal dari titik pengamat. Tentukan jarak drone ke pengamat.,,,200,,,,,,,,,,,,,
91,37,mcq,practice,,"Segitiga dengan sisi 9, 10, 17 termasuk ...",,,tumpul,,,tumpul,lancip,siku-siku,sama kaki,,,,,,,
91,38,essay,practice,,Papan seluncur panjangnya 13 m dipasang dari tanah ke balkon setinggi 5 m. Berapa jarak kaki papan ke dinding?,,,12,,,,,,,,,,,,,
91,39,mcq,practice,,"Jarak titik (0,0) ke (6,8) adalah ...",,,10,,,10,12,14,8,,,,,,,
91,40,essay,practice,,Diketahui segitiga dengan sisi a dan b serta hipotenusa 2a. Tentukan perbandingan b terhadap a.,,,b = √3 a,,,,,,,,,,,,,
