"material_id","question_number","question_type","question_mode","prompt","question_text","helper_text","question_image_url","correct_answer","correct_image_url","explanation","option_a","option_b","option_c","option_d","option_a_image_url","option_b_image_url","option_c_image_url","option_d_image_url","drag_items","drop_targets","multipart_items"
"65","16","multipart","practice","Tentukan pecahan yang senilai.","","","","","","","","","","","","","","","","","a|4/12 disederhanakan|1/3;b|5/10 disederhanakan|1/2;c|3/9 disederhanakan|1/3"
"65","17","pilihan_ganda","practice","Ubah 7/10 ke desimal persepuluhan.","","","","A","","","0,7","0,07","7,0","70","","","","","","",""
"65","18","essay","practice","Ubah 9/10 dan 5/10 menjadi desimal.","","","","0,9 dan 0,5","","","","","","","","","","","","",""
"65","19","pilihan_ganda","practice","Ubah 25/100 menjadi desimal perseratusan.","","","","C","","","0,025","2,5","0,25","25,0","","","","","","",""
"65","20","multipart","practice","Dari garis bilangan, tentukan posisi titik merah.","","","/images/kelas4-pecahan/k4p-q20-numberline-1-8.png","","","","","","","","","","","","","","a|Pecahan titik merah|3/8;b|Desimal dari 3/8 (aproksimasi 2 desimal)|0,38;c|3/8 ... 1/2|<"
"65","21","essay","practice","Ubah 15/100, 62/100, dan 81/100 ke desimal.","","","","0,15; 0,62; 0,81","","","","","","","","","","","","",""
"65","22","pilihan_ganda","practice","Desimal 0,4 setara dengan pecahan ...","","","","D","","","4/100","1/4","2/8","4/10","","","","","","",""
"65","23","multipart","practice","Konversi pecahan ke desimal.","","","","","","","","","","","","","","","","","a|3/10|0,3;b|1/100|0,01;c|7/100|0,07"
"65","24","essay","practice","Jelaskan perbedaan desimal persepuluhan dan perseratusan dari jumlah angka di belakang koma.","","","","persepuluhan 1 angka di belakang koma, perseratusan 2 angka","","","","","","","","","","","","",""
"65","25","pilihan_ganda","practice","Ubah 0,75 ke persen.","","","","B","","","7,5%","75%","750%","0,75%","","","","","","",""
"65","26","essay","practice","Ubah 0,35 dan 2,46 ke persen.","","","","35% dan 246%","","","","","","","","","","","","",""
"65","27","multipart","practice","Gunakan kisi 10x10 pada gambar.","","","/images/kelas4-pecahan/k4p-q27-grid-35.png","","","","","","","","","","","","","","a|Pecahan diarsir|35/100;b|Desimal|0,35;c|Persen|35%"
"65","28","pilihan_ganda","practice","Cara cepat mengubah desimal perseratusan ke persen adalah ...","","","","A","","","kali 100%","bagi 100%","tambah 100%","kurang 100%","","","","","","",""
"65","29","essay","practice","Ubah 18%, 65%, 123% menjadi desimal perseratusan.","","","","0,18; 0,65; 1,23","","","","","","","","","","","","",""
"65","30","multipart","practice","Konversi persen ke desimal.","","","","","","","","","","","","","","","","","a|5%|0,05;b|56%|0,56;c|455%|4,55"
"65","31","pilihan_ganda","practice","Dari 100 siswa, 30 siswa ikut lomba lari. Persentasenya ...","","","","C","","","3%","13%","30%","300%","","","","","","",""
"65","32","essay","practice","Nazilla menjawab benar 6 dari 10 soal. Berapa persen jawaban benarnya?","","","","60%","","","","","","","","","","","","",""
"65","33","pilihan_ganda","practice","Berdasarkan tabel pada gambar, persentase siswa yang olahraga adalah ...","","","/images/kelas4-pecahan/k4p-q33-tabel-kelas.png","D","","","20%","30%","50%","40%","","","","","","",""
"65","34","multipart","practice","Selesaikan soal cerita pecahan.","","","","","","","","","","","","","","","","","a|Semangka 1 utuh, Helen mendapat 1/4, Putu mendapat sisa|3/4;b|Siapa mendapat bagian lebih besar|Putu;c|Bandingkan 1/4 dan 3/4|1/4 < 3/4"
"65","35","pilihan_ganda","practice","Wiwin mendapat 1/5 roti dan Tomas 2/5 roti. Yang paling sedikit adalah ...","","","","A","","","Wiwin","Tomas","Sama","Tidak diketahui","","","","","","",""
"65","36","essay","practice","Buat satu soal cerita yang modelnya membandingkan 2/6 dan 1/3, lalu tulis kesimpulannya.","","","","keduanya sama besar (senilai)","","","","","","","","","","","","",""
"65","37","pilihan_ganda","practice","Urutan dari kecil ke besar untuk 0,12; 0,05; 0,25 adalah ...","","","","B","","","0,25; 0,12; 0,05","0,05; 0,12; 0,25","0,12; 0,05; 0,25","0,12; 0,25; 0,05","","","","","","",""
"65","38","multipart","practice","Latihan campuran akhir.","","","","","","","","","","","","","","","","","a|1/2 ... 1/3|>;b|3/8 ... 5/8|<;c|0,36 menjadi persen|36%"
"65","39","essay","practice","Ubah 0,05; 1,38; dan 20,05 menjadi persen.","","","","5%; 138%; 2005%","","","","","","","","","","","","",""
"65","40","pilihan_ganda","practice","Kesimpulan paling tepat tentang persen adalah ...","","","","C","","","persen selalu kurang dari 100","persen tidak terkait pecahan","persen adalah bentuk pecahan berpenyebut 100","persen hanya dipakai saat diskon","","","","","","",""
