material_id,question_number,question_type,question_mode,prompt,question_text,helper_text,question_image_url,correct_answer,correct_image_url,explanation,option_a,option_b,option_c,option_d,option_a_image_url,option_b_image_url,option_c_image_url,option_d_image_url,drag_items,drop_targets,multipart_items
94,21,mcq,practice,,"Jika garis y=mx+2 melalui (2,8), maka m=...",,,3,,,3,2,1,4,,,,,,,
94,22,essay,practice,,"Tentukan persamaan garis yang melalui (2,5) dan tegak lurus y=2x-1.",,,y=-1/2 x+6,,,,,,,,,,,,,
94,23,mcq,practice,,Bentuk umum persamaan garis lurus adalah ...,,,ax+by+c=0,,,ax+by+c=0,ax^2+by+c=0,ax+by^2=0,a/b=x,,,,,,,
94,24,essay,practice,,Ubah persamaan 3x-4y+12=0 ke bentuk y=mx+c.,,,y=3/4 x+3,,,,,,,,,,,,,
94,25,mcq,practice,,"Gradien garis yang melalui (1,2) dan (3,8) adalah ...",,,3,,,3,2,-3,1/3,,,,,,,
94,26,essay,practice,,"Tentukan persamaan garis yang melalui titik tengah dari (2,4) dan (8,10) dengan gradien 1.",,,y=x+2,,,,,,,,,,,,,
94,27,mcq,practice,,"Jika garis y=2x+5 dan y=2x-3, maka kedua garis ...",,,sejajar,,,sejajar,tegak lurus,berpotongan siku-siku,berimpit,,,,,,,
94,28,essay,practice,,"Garis melalui titik A(-1,4) dan B(5, -2). Tentukan persamaan garisnya.",,,y=-x+3,,,,,,,,,,,,,
94,29,mcq,practice,,Garis yang tegak lurus dengan y=-4x+1 adalah ...,,,y=1/4 x + c,,,y=1/4 x + c,y=4x+c,y=-1/4 x + c,y=-4x+c,,,,,,,
94,30,essay,practice,,"Tentukan persamaan garis yang melalui (0,-2) dan tegak lurus dengan y=-4x+1.",,,y=1/4 x-2,,,,,,,,,,,,,
94,31,mcq,practice,,"Jika sebuah garis memotong sumbu-y di (0,7) dan gradien 0, maka persamaannya ...",,,y=7,,,y=7,x=7,y=0,x=0,,,,,,,
94,32,essay,practice,,"Tentukan nilai k jika garis 2x+3y=k melalui titik (1,2).",,,k=8,,,,,,,,,,,,,
94,33,mcq,practice,,"Jika garis melalui (4,0) dan gradien -2, maka persamaannya ...",,,y=-2x+8,,,y=-2x+8,y=2x-8,y=-2x-8,y=2x+8,,,,,,,
94,34,essay,practice,,"Tentukan persamaan garis yang melalui (3,1) dan memiliki gradien -3.",,,y=-3x+10,,,,,,,,,,,,,
94,35,mcq,practice,,Garis y=5x-10 memotong sumbu-x di ...,,,"(2,0)",,,"(2,0)","(0,-10)","(5,0)","(-2,0)",,,,,,,
94,36,essay,practice,,"Sebuah garis melalui (2,-3) dan (6,5). Tentukan titik potong sumbu-y.",,,"(0,-7)",,,,,,,,,,,,,
94,37,mcq,practice,,"Jika gradien garis AB = 0 dan A(2,4), maka koordinat B yang mungkin adalah ...",,,"(5,4)",,,"(5,4)","(5,6)","(2,0)","(0,2)",,,,,,,
94,38,essay,practice,,"Tentukan persamaan garis yang melalui (1,1) dan (2,3) dalam bentuk ax+by+c=0.",,,2x-y-1=0,,,,,,,,,,,,,
94,39,mcq,practice,,Perpotongan garis y=2x+1 dan y=-x+7 adalah ...,,,"(2,5)",,,"(2,5)","(1,3)","(3,7)","(0,1)",,,,,,,
94,40,essay,practice,,"Garis melalui (p,q) dan (r,s) dengan p+2=r dan q+4=s. Tentukan gradiennya.",,,2,,,,,,,,,,,,,
